Scientific_Name,Common_Name,#_of_States_2005,States_2005,#_of_States_2015,States_2015,Taxonomic_Group,matches_biotics
Elatine brachysperma,shortseed waterwort,0,NA,1,Nebraska,Plants,TRUE
Elatine minima,small waterwort,1,Vermont,1,Vermont,Plants,TRUE
Eleocharis brachycarpa,shortfruit spikerush,0,NA,1,Texas,Plants,TRUE
Eleocharis coloradoensis,dwarf spikerush,1,Nebraska,1,Nebraska,Plants,TRUE
Eleocharis compressa var. compressa,flatstem spikerush,0,NA,1,Vermont,Plants,TRUE
Eleocharis elliptica,elliptic spikerush,1,Nebraska,1,West Virginia,Plants,TRUE
Eleocharis elongata,slim spikerush,0,NA,1,Louisiana,Plants,TRUE
Eleocharis engelmannii,Engelmann's spikerush,0,NA,1,West Virginia,Plants,TRUE
Eleocharis equisetoides,jointed spikesedge,1,Missouri,1,Tennessee,Plants,TRUE
Eleocharis flavescens var. olivacea,bright green spikerush,1,Vermont,1,Vermont,Plants,TRUE
Eleocharis melanocarpa,blackfruit spikerush,0,NA,1,Louisiana,Plants,TRUE
Eleocharis microcarpa var. filiculmis,Tiny-fruited Spike-sedge,0,NA,1,Massachusetts,Plants,FALSE
Eleocharis nitida,quill spikerush,0,NA,1,Vermont,Plants,TRUE
Eleocharis ovata,ovate spikerush,1,Vermont,1,Massachusetts,Plants,TRUE
Eleocharis quadrangulata,squarestem spikerush,0,NA,1,West Virginia,Plants,TRUE
Eleocharis radicans,rooted spikerush,0,NA,1,Louisiana,Plants,TRUE
Eleocharis ravenelii,Rio Grande spikerush,0,NA,1,Texas,Plants,TRUE
Eleocharis robbinsii,robbins spikerush,1,Vermont,1,Vermont,Plants,TRUE
Eleocharis tortilis,twisted spikerush,0,NA,1,Tennessee,Plants,TRUE
Eleocharis tricostata,three-angle spikerush,0,NA,1,Massachusetts,Plants,TRUE
Eleocharis vivipara,viviparous spikerush,0,NA,1,South Carolina,Plants,TRUE
Elgaria coerulea palmeri,Sierra Alligator Lizard,1,Nevada,1,Nevada,Reptiles,TRUE
Elgaria coerulea shastensis,Shasta Alligator Lizard,1,Nevada,1,Nevada,Reptiles,TRUE
Elimia acuta,acute elimia,1,Tennessee,1,Tennessee,Mollusks,TRUE
Elimia albanyensis,black-crest elimia,1,Georgia,1,Florida,Mollusks,TRUE
Elimia ampla,ample elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia annettae,Lilyshoals elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia bellacrenata,princess elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia boykiniana,flaxen elimia,1,Georgia,1,Alabama,Mollusks,TRUE
Elimia catenaria,gravel elimia,1,Virginia,1,Virginia,Mollusks,TRUE
Elimia clenchi,slackwater elimia,1,Florida,1,Florida,Mollusks,TRUE
Elimia cochliaris,Cockle Elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia comalensis,Balcones elimia,0,NA,1,Texas,Mollusks,TRUE
Elimia crenatella,lacey elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia inclinans,slanted elimia,0,NA,1,Georgia,Mollusks,TRUE
Elimia lachryma,Teardrop Elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia melanoides,Black Mudalia,1,Alabama,1,Alabama,Other,TRUE
Elimia mutabilis,oak elimia,0,NA,1,Georgia,Mollusks,TRUE
Elimia nassula,round-rib elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia ornata,ornate elimia,1,Georgia,1,Georgia,Mollusks,TRUE
Elimia perstriata,engraved elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia porrecta,nymph elimia,1,Tennessee,1,Tennessee,Mollusks,TRUE
Elimia strigosa,brook elimia,1,Tennessee,1,Tennessee,Mollusks,TRUE
Elimia teres,elegant elimia,1,Tennessee,1,Tennessee,Mollusks,TRUE
Elimia troostiana,mossy elimia,1,Tennessee,1,Tennessee,Mollusks,TRUE
Elimia vanuxemiana,cobble elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia varians,puzzle elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia variata,squat elimia,1,Alabama,1,Alabama,Mollusks,TRUE
Elimia virginica,Piedmont elimia,1,Connecticut,1,Connecticut,Mollusks,TRUE
Ellescus,A weevil,1,Texas,1,Texas,Other Invertebrates,FALSE
Ellipsoptera cuprascens,Coppery Tiger Beetle,1,West Virginia,1,West Virginia,Other Invertebrates,TRUE
Ellipsoptera gratiosa,Whitish Tiger Beetle,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Ellipsoptera macra macra,Sandy Stream Tiger Beetle,1,Minnesota,1,Minnesota,Other Invertebrates,TRUE
Ellipsoptera nevadica lincolniana,Salt Creek Nevada Tiger Beetle,1,Nebraska,1,Nebraska,Other Invertebrates,TRUE
Ellipsoptera nevadica makosika,Indian Creek Tiger Beetle,0,NA,1,South Dakota,Other Invertebrates,TRUE
Ellipsoptera nevadica olmosa,Olmos Creek Tiger Beetle,1,New Mexico,1,Texas,Other Invertebrates,TRUE
Elliptio complanata complex,Eastern Elliptio,1,South Carolina,1,South Carolina,Other,TRUE
Elliptio folliculata,pod lance,2,"North Carolina,South Carolina",1,South Carolina,Mollusks,TRUE
Elliptio icterina complex,Variable Spike,1,South Carolina,1,South Carolina,Other,TRUE
Elliptio marsupiobesa,Cape Fear spike,1,North Carolina,1,North Carolina,Mollusks,TRUE
Elliptio mcmichaeli,fluted elephantear,2,"Alabama,Florida",1,Florida,Mollusks,TRUE
Elliptio spinosa,Altamaha spinymussel,1,Georgia,1,Georgia,Mollusks,TRUE
Elliptio steinstansana,Tar River spinymussel,1,North Carolina,1,North Carolina,Mollusks,TRUE
Elodea bifoliata,two leaf waterweed,1,Nebraska,1,Nebraska,Plants,TRUE
Elops affinis,machete,1,Arizona,1,Arizona,Fish,TRUE
Elymus X pseudorepens,Rydberg's Wild-rye,0,NA,1,Nebraska,Plants,TRUE
Elymus albicans,Montana Wild-rye,1,Nebraska,1,Nebraska,Plants,TRUE
Elymus churchii,Church's wild rye,0,NA,1,Missouri,Plants,TRUE
Elymus macgregorii,MacGregor's Wild Rye,0,NA,1,Vermont,Plants,TRUE
Elymus svensonii,Svenson's Wild-rye,0,NA,1,Tennessee,Plants,TRUE
Elymus trachycaulus ssp. andinus,Awned Slender Wheatgrass,0,NA,1,Nebraska,Plants,FALSE
Elymus trachycaulus ssp. trachycaulus,Slender Wild Rye,0,NA,1,West Virginia,Plants,TRUE
Elymus villosus,slender wild-rye,1,Vermont,1,Massachusetts,Plants,TRUE
Elymus villosus var. arkansanus,Hairy Wild-rye,0,NA,1,Vermont,Plants,TRUE
Elymus villosus var. villosus,Hairy Wild-rye,0,NA,1,Vermont,Plants,TRUE
Elymus virginicus var. intermedius,Virginia Wild-rye,0,NA,1,Nebraska,Plants,TRUE
Elysia catulus,Nudibranch,0,NA,1,Rhode Island,Mollusks,TRUE
Elysia chlorotica,emerald elysia,0,NA,1,Rhode Island,Mollusks,TRUE
Elysia crispata,lettuce slug,1,Florida,1,Florida,Mollusks,TRUE
Elysia picta,Painted Elysia,0,NA,1,Florida,Mollusks,TRUE
Elysiidae,NA,0,NA,1,Florida,Mollusks,FALSE
Embiotoca lateralis,striped seaperch,0,NA,1,Oregon,Fish,TRUE
Emerita talpoida,Atlantic sand crab,1,South Carolina,1,South Carolina,Other Invertebrates,FALSE
Emorya suaveolens,emorybush,0,NA,1,Texas,Plants,TRUE
Empetrichthys latos latos,Pahrump killifish,1,Nevada,1,Nevada,Fish,TRUE
Empetrum nigrum,black crowberry,1,Vermont,1,Vermont,Plants,TRUE
Empidonax fulvifrons pygmaeus,Northern Buff-breasted Flycatcher,1,Arizona,1,Arizona,Birds,TRUE
Empidonax oberholseri,Dusky Flycatcher,1,Colorado,1,Arizona,Birds,TRUE
Empidonax traillii adastus,Great Basin Willow Flycatcher,2,"Nevada,Oregon",1,Nevada,Birds,TRUE
Empidonax traillii brewsteri,Sierra Nevada Mountain Willow Flycatcher,3,"California,Nevada,Oregon",1,Nevada,Birds,TRUE
Empidonax wrightii,Gray Flycatcher,1,Colorado,1,Arizona,Birds,TRUE
Enallagma geminatum,Skimming Bluet,0,NA,1,Delaware,Other Invertebrates,TRUE
Enallagma vernale,Vernal Bluet,3,"Vermont,West Virginia,Wisconsin",1,West Virginia,Other Invertebrates,TRUE
Enaphalodes archboldi,Archbold Scrub Long-horned Beetle,0,NA,1,Florida,Other Invertebrates,TRUE
Encelia scaposa,onehead brittlebush,0,NA,1,Texas,Plants,TRUE
Enceliopsis nudicaulis,nakedstem sunray,0,NA,1,California,Plants,TRUE
Encoptolophus subgracilis,A Grasshopper,0,NA,1,Nebraska,Other Invertebrates,TRUE
Engraulis mordax,northern anchovy,0,NA,1,Oregon,Fish,TRUE
Enhydra lutris nereis,southern sea otter,1,California,1,California,Mammals,TRUE
Enoplometopidae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Enoplometopus antillensis,flaming reef lobster,0,NA,1,Florida,Other Invertebrates,TRUE
Entodon brevisetus,A Moss,2,"Missouri,Vermont",1,Vermont,Plants,TRUE
Entodon concinnus,Lime Entodon,0,NA,1,Tennessee,Plants,TRUE
Entomobryidae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Entosphenus,Goose Lake lamprey,0,NA,1,California,Fish,FALSE
Entosphenus lethophagus,Pit-Klamath brook lamprey,1,Oregon,1,California,Fish,TRUE
Entosphenus minimus,Miller Lake lamprey,1,Oregon,1,Oregon,Fish,TRUE
Entosphenus similis,Klamath lamprey,1,California,1,California,Fish,TRUE
Eocosmoecus schmidi,A Caddisfly,0,NA,1,Idaho,Other Invertebrates,TRUE
Eocyzicus concavus,desert clam shrimp,1,New Mexico,1,New Mexico,Other Invertebrates,TRUE
Eopsetta jordani,petrale sole,0,NA,1,California,Fish,TRUE
Eotettix palustris,Longleaf spur-throated grasshopper,0,NA,1,Georgia,Other Invertebrates,TRUE
Epargyreus zestos,Zestos Skipper,1,Florida,1,Florida,Other Invertebrates,TRUE
Epeolus ainsliei,A Cuckoo Bee,0,NA,1,Wisconsin,Other Invertebrates,TRUE
Epeolus lectoides,A Cuckoo Bee,0,NA,1,New Jersey,Other Invertebrates,TRUE
Epeolus rugosus,Punctate Central Florida Cuckoo Bee,0,NA,1,Florida,Other Invertebrates,TRUE
Epeorus,Mayflies (Little Maryatts),0,NA,1,Rhode Island,Other Invertebrates,FALSE
Epeorus punctatus,A mayfly,1,New York,1,New York,Other Invertebrates,TRUE
Ephedra coryi,Navajo Mormon tea,0,NA,1,Texas,Plants,TRUE
Ephedra torreyana var. powelliorum,Torrey's jointfir,0,NA,1,Texas,Plants,TRUE
Ephemerella alleni,A Mayfly,0,NA,1,Idaho,Other Invertebrates,TRUE
Ephemerella apopsis,Spiny Crawler Mayfly,0,NA,1,Colorado,Other Invertebrates,TRUE
Ephemerella aurivillii,--,0,NA,1,Pennsylvania,Other Invertebrates,TRUE
Ephemerellidae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Ephemeridae,NA,0,NA,1,Florida,Other Invertebrates,FALSE
Ephemerum cohaerens,An Emerald Dewdrops Moss,1,Vermont,1,Vermont,Plants,TRUE
Ephemerum spinulosum,An Emerald Dewdrops Moss,1,Vermont,1,Vermont,Plants,TRUE
Ephoron leukon,A Mayfly,0,NA,1,Florida,Other Invertebrates,TRUE
Ephydatia,A Freshwater Sponge,0,NA,1,District of Columbia,Other Invertebrates,FALSE
Ephyriades brunnea floridensis,Florida Duskywing,1,Florida,1,Florida,Other Invertebrates,TRUE
Epifagus virginiana,beechdrops,1,Missouri,1,Missouri,Plants,TRUE
Epiglaea apiata,Pointed Sallow,2,"Ohio,Pennsylvania",1,Pennsylvania,Other Invertebrates,TRUE
Epilobium ciliatum,fringed willowherb,0,NA,1,Tennessee,Plants,TRUE
Epilobium palustre,marsh willowherb,0,NA,1,Vermont,Plants,TRUE
Epinephelus nigritus,warsaw grouper,1,Florida,1,Florida,Fish,TRUE
Epinephelus niveatus,snowy grouper,1,Florida,1,Florida,Fish,TRUE
Epioblasma ahlstedti,Duck River Dartersnapper,0,NA,1,Alabama,Mollusks,TRUE
Epioblasma metastriata,upland combshell,1,Alabama,1,Tennessee,Mollusks,TRUE
Epioblasma othcaloogensis,southern acornshell,2,"Alabama,Tennessee",1,Tennessee,Mollusks,TRUE
Epioblasma turgidula,turgid blossom,2,"Arkansas,Missouri",1,Arkansas,Mollusks,TRUE
Epitheca spinigera,Spiny Baskettail,1,Pennsylvania,1,Pennsylvania,Other Invertebrates,TRUE
Epithelantha bokei,Boke's button cactus,0,NA,1,Texas,Plants,TRUE
Epitrix,A leaf beetle,1,Texas,1,Texas,Other Invertebrates,FALSE
Equisetum palustre,marsh horsetail,1,Vermont,1,Vermont,Plants,TRUE
Equisetum scirpoides,dwarf scouringrush,0,NA,1,Massachusetts,Plants,TRUE
Equisetum sylvaticum,woodland horsetail,0,NA,1,West Virginia,Plants,TRUE
Eragrostis capillaris,Lace Grass,1,Nebraska,1,Nebraska,Plants,TRUE
Eragrostis hirsuta,Big-top Lovegrass,0,NA,1,West Virginia,Plants,TRUE
Eragrostis pilosa var. perplexa,Playa Lovegrass,0,NA,1,Nebraska,Plants,TRUE
Eragrostis reptans,Creeping Lovegrass,1,Missouri,1,Nebraska,Plants,TRUE
Eragrostis secundiflora,Red Lovegrass,0,NA,1,Nebraska,Plants,TRUE
Erebia discoidalis,Red-disked Alpine,2,"Michigan,Wisconsin",1,Michigan,Other Invertebrates,TRUE
Erebia mancinus,Taiga Alpine,0,NA,1,Minnesota,Other Invertebrates,TRUE
Erebomaster,harvestmen,0,NA,1,Tennessee,Other Invertebrates,FALSE
Ereboporus naturaconservatus,Nature Conservancy diving beetle,0,NA,1,Texas,Other Invertebrates,TRUE
Eremalche parryi ssp. kernensis,Kern mallow,0,NA,1,California,Plants,TRUE
Eremarionta immaculata,white desertsnail,1,California,1,California,Mollusks,TRUE
Eremarionta millepalmarum,Thousand Palms desertsnail,1,California,1,California,Mollusks,TRUE
Eremarionta morongoana,Morongo desertsnail,1,California,1,California,Mollusks,TRUE
Eremarionta rowelli,eastern desertsnail,0,NA,1,Arizona,Mollusks,TRUE
Eremarionta rowelli bakerensis,Bakerâs desertsnail,1,California,1,California,Other,TRUE
Eremarionta rowelli mccoiana,California Mccoy snail,1,California,1,California,Other,TRUE
Eremichthys acros,desert dace,1,Nevada,1,Nevada,Fish,TRUE
Eremidrilus allegheniensis,aquatic oligochaete worm,1,Tennessee,1,Tennessee,Other Invertebrates,TRUE
Eremogone ursina,Bear Valley sandwort,0,NA,1,California,Plants,TRUE
Eremopyrgus eganensis,Steptoe hydrobe,1,Nevada,1,Nevada,Other,TRUE
Eriastrum brandegeeae,Brandegee's woollystar,0,NA,1,California,Plants,TRUE
Eriastrum densifolium ssp. sanctorum,Santa Ana River woolly-star,0,NA,1,California,Plants,TRUE
Ericameria fasciculata,Eastwood's goldenbush,0,NA,1,California,Plants,TRUE
Ericameria nauseosa var. texensis,rubber rabbitbrush,0,NA,1,Texas,Plants,TRUE
Ericameria palmeri var. palmeri,Palmer's rabbitbrush,0,NA,1,California,Plants,TRUE
Erigeron caespitosus,tufted fleabane,1,Nebraska,1,Nebraska,Plants,TRUE
Erigeron calvus,bald fleabane,0,NA,1,California,Plants,TRUE
Erigeron decumbens,Willamette fleabane,1,Oregon,1,Oregon,Plants,TRUE
Erigeron divergens,spreading fleabane,1,Nebraska,1,Nebraska,Plants,TRUE
Erigeron hyssopifolius,hyssopleaf fleabane,1,Vermont,1,Vermont,Plants,TRUE
Erigeron kachinensis,kachina fleabane,0,NA,1,Colorado,Plants,TRUE
Erigeron lonchophyllus,shortray fleabane,1,Nebraska,1,Nebraska,Plants,TRUE
Erigeron ochroleucus,buff fleabane,0,NA,1,Nebraska,Plants,TRUE
Erigeron parishii,Parish's fleabane,0,NA,1,California,Plants,TRUE
Erigeron philadelphicus var. provancheri,Philadelphia fleabane,0,NA,1,Vermont,Plants,TRUE
Erigeron subtrinervis,threenerve fleabane,1,Nebraska,1,Nebraska,Plants,TRUE
Erigeron vetensis,early bluetop fleabane,0,NA,1,Nebraska,Plants,TRUE
Erigeron wilkenii,Dieter's erigeron,0,NA,1,Colorado,Plants,TRUE
Erimystax harryi,Ozark chub,1,Arkansas,1,Missouri,Fish,TRUE
Eriocaulon decangulare,tenangle pipewort,0,NA,1,Tennessee,Plants,TRUE
Eriocaulon texense,Texas pipewort,0,NA,1,South Carolina,Plants,TRUE
Eriochloa michauxii,Longleaf Cupgrass,0,NA,1,South Carolina,Plants,TRUE
Eriochloa michauxii var. michauxii,Michaux's Longleaf Cupgrass,1,Georgia,1,Georgia,Plants,TRUE
Eriodictyon altissimum,Indian Knob mountainbalm,0,NA,1,California,Plants,TRUE
Eriodictyon capitatum,Lompoc yerba santa,0,NA,1,California,Plants,TRUE
Eriogonum allenii,shale barren buckwheat,0,NA,1,West Virginia,Plants,TRUE
Eriogonum alpinum,Trinity buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum apricum var. apricum,Ione buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum apricum var. prostratum,Irish Hill buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum brandegeei,Brandegee's buckwheat,0,NA,1,Colorado,Plants,TRUE
Eriogonum brevicaule var. brevicaule,shortstem buckwheat,0,NA,1,Nebraska,Plants,TRUE
Eriogonum butterworthianum,Butterworth's buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum callistum,Tehachapi buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum cernuum,nodding buckwheat,1,Nebraska,1,Nebraska,Plants,TRUE
Eriogonum chrysops,bitterroot buckwheat,1,Oregon,1,Oregon,Plants,TRUE
Eriogonum clavellatum,Comb Wash buckwheat,0,NA,1,Colorado,Plants,TRUE
Eriogonum coloradense,Colorado buckwheat,0,NA,1,Colorado,Plants,TRUE
Eriogonum correllii,Correll's buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum crocatum,Conejo buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum crosbyae,Crosby's buckwheat,1,Oregon,1,Oregon,Plants,TRUE
Eriogonum evanidum,Baja buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum giganteum var. compactum,Santa Barbara Island buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum gordonii,Gordon's buckwheat,1,Nebraska,1,Nebraska,Plants,TRUE
Eriogonum grande var. timorum,San Nicolas Island buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum greggii,Gregg's buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum hemipterum var. hemipterum,Chisos Mountain buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum kelloggii,Red Mountain buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum kennedyi var. austromontanum,southern mountain buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum kennedyi var. pinicola,Kern buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum longifolium,longleaf eriogonum,0,NA,1,Louisiana,Plants,TRUE
Eriogonum longifolium var. harperi,Harper's buckwheat,0,NA,1,Tennessee,Plants,TRUE
Eriogonum longifolium var. longifolium,longleaf buckwheat,1,Missouri,1,Missouri,Plants,TRUE
Eriogonum microthecum var. lacus-ursi,Bear lake buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum multiflorum,heartsepal buckwheat,0,NA,1,Louisiana,Plants,TRUE
Eriogonum nealleyi,Irion County buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum nudum var. decurrens,Ben Lomond buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum nudum var. psychicola,naked buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum ovalifolium var. vineum,Cushenbury buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum pelinophilum,clay-loving wild buckwheat,0,NA,1,Colorado,Plants,TRUE
Eriogonum suffruticosum,bushy wild-buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum tenellum var. ramosissimum,tall buckwheat,0,NA,1,Texas,Plants,TRUE
Eriogonum thornei,Thorne's buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum truncatum,Mt. Diablo buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum twisselmannii,Twisselmann's buckwheat,0,NA,1,California,Plants,TRUE
Eriogonum umbellatum var. lautum,Scott Valley sulphur-flower buckwheat,0,NA,1,California,Plants,TRUE
Eriophorum tenellum,fewnerved cottongrass,0,NA,1,Vermont,Plants,TRUE
Eriophyllum congdonii,Congdon's woolly sunflower,0,NA,1,California,Plants,TRUE
Eriophyllum lanatum var. hallii,Hall's woolly sunflower,0,NA,1,California,Plants,TRUE
Eriophyllum latilobum,San Mateo woolly sunflower,0,NA,1,California,Plants,TRUE
Erodium macrophyllum var. macrophyllum,roundleaf stork's bill,0,NA,1,California,Plants,FALSE
Erotylidae,pleasing fungus beetles,0,NA,1,Florida,Other Invertebrates,FALSE
Eryngium aquaticum var. ravenelii,rattlesnakemaster,0,NA,1,South Carolina,Plants,TRUE
Eryngium aristulatum var. hooveri,Hoover's eryngo,0,NA,1,California,Plants,TRUE
Eryngium aristulatum var. parishii,San Diego button-celery,0,NA,1,California,Plants,TRUE
Eryngium constancei,Loch Lomond coyote-thistle,0,NA,1,California,Plants,TRUE
Eryngium integrifolium,blueflower eryngo,0,NA,1,Tennessee,Plants,TRUE
Eryngium pendletonensis,Pendleton's eryngo,0,NA,1,California,Plants,TRUE
Eryngium racemosum,Delta eryngo,0,NA,1,California,Plants,TRUE
Eryngium yuccifolium var. yuccifolium,button eryngo,0,NA,1,Nebraska,Plants,TRUE
Erynnis afranius,Afranius Duskywing,0,NA,1,Nebraska,Other Invertebrates,TRUE
Erynnis persius fredericki,Hairy Duskywing,0,NA,1,Nebraska,Other Invertebrates,TRUE
Erynnis propertius,Propertius Duskywing,1,Washington,1,Washington,Other Invertebrates,TRUE
Erysimum capitatum,western wallflower,0,NA,1,Tennessee,Plants,TRUE
Erysimum inconspicuum,shy wallflower,1,Nebraska,1,Nebraska,Plants,TRUE
Erysimum menziesii,Menzies' wallflower,0,NA,1,California,Plants,TRUE
Erysimum teretifolium,Ben Lomond wallflower,0,NA,1,California,Plants,TRUE
Erythemis vesiculosa,Great Pondhawk,0,NA,1,Colorado,Other Invertebrates,TRUE
Erythrodiplax umbrata,Band-winged Dragonlet,0,NA,1,Ohio,Other Invertebrates,TRUE
Erythroecia hebardi,Hebard's noctuid moth,2,"Ohio,Virginia",1,Virginia,Other,TRUE
Erythronium albidum,white fawnlily,0,NA,1,Louisiana,Plants,TRUE
Erythronium elegans,Coast Range fawnlily,1,Oregon,1,Oregon,Plants,TRUE
Erythronium mesochoreum,midland fawnlily,1,Nebraska,1,Nebraska,Plants,TRUE
Erythronium rostratum,yellow troutlily,0,NA,1,Tennessee,Plants,TRUE
Escaryus cryptorobius,Montane centipede,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Escaryus ethopus,A centipede,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Escaryus orestes,Whitetop Mountain centipede,1,Virginia,1,Virginia,Other Invertebrates,TRUE
Eschscholzia lemmonii ssp. kernensis,Tejon poppy,0,NA,1,California,Plants,TRUE
Eschscholzia rhombipetala,diamond-petaled poppy,0,NA,1,California,Plants,TRUE
Escobaria dasyacantha ssp. chaffeyi,Chaffey's cory cactus,0,NA,1,Texas,Plants,TRUE
Escobaria dasyacantha ssp. dasyacantha,Dense cory cactus,0,NA,1,Texas,Plants,FALSE
Escobaria duncanii,Duncan's cory cactus,0,NA,1,Texas,Plants,TRUE
Escobaria hesteri,Hester's cory cactus,0,NA,1,Texas,Plants,TRUE
Escobaria minima,Nellie's cory cactus,0,NA,1,Texas,Plants,TRUE
Escobaria sneedii ssp. orcuttii,Guadalupe Mountains pincushion cactus,0,NA,1,Texas,Plants,FALSE
Escobaria sneedii ssp. sneedii,Sneed's pincushion cactus,0,NA,1,Texas,Plants,TRUE
Esox americanus americanus,redfin pickerel,2,"Maine,New Hampshire",1,Maine,Fish,TRUE
Esox americanus vermiculatus,grass pickerel,1,West Virginia,1,West Virginia,Fish,TRUE
Esox niger,chain pickerel,2,"Connecticut,Oklahoma",1,Connecticut,Fish,TRUE
Etheostoma,smoothbelly darters,3,"Alabama,Georgia,Oklahoma",1,Alabama,Fish,FALSE
Etheostoma akatulo,bluemask darter,0,NA,1,Tennessee,Fish,TRUE
Etheostoma aquali,coppercheek darter,1,Tennessee,1,Tennessee,Fish,TRUE
Etheostoma barbouri,teardrop darter,1,Tennessee,1,Tennessee,Fish,TRUE
Etheostoma bellator,Warrior darter,0,NA,1,Alabama,Fish,TRUE
Etheostoma bellum,orangefin darter,1,Tennessee,1,Tennessee,Fish,TRUE
Etheostoma blennius sequatchiense,Sequatchie Blenny Darter,1,Tennessee,1,Tennessee,Fish,TRUE
